Epoch,train_loss,train_accuracy,test_loss,test_accuracy
0,243.30137634277344,0.12196049094200134,191.9657745361328,0.4137658178806305
1,148.45286560058594,0.6841755509376526,138.57394409179688,0.702531635761261
2,117.9912338256836,0.7992970943450928,115.70115661621094,0.7753164768218994
3,99.65699005126953,0.8479293584823608,100.1007308959961,0.8037974834442139
4,87.1993408203125,0.8860182166099548,88.37351989746094,0.8219936490058899
5,76.45647430419922,0.9133738279342651,79.5878677368164,0.8484968543052673
6,69.07536315917969,0.9241071939468384,72.57588195800781,0.8583860993385315
7,62.724483489990234,0.9372150301933289,67.87429809570312,0.8504746556282043
8,57.36262130737305,0.9520326852798462,62.481407165527344,0.8643196225166321
9,52.5483283996582,0.9607712626457214,59.36204528808594,0.863132894039154
10,48.56659698486328,0.9713146090507507,56.39629364013672,0.8710442781448364
11,45.127384185791016,0.9778684973716736,52.82046127319336,0.8769778609275818
12,41.94832992553711,0.9786284565925598,49.80923080444336,0.8757911324501038
13,39.44099807739258,0.9867021441459656,47.13125228881836,0.8801423907279968
14,37.070194244384766,0.9880319237709045,45.4611930847168,0.8872626423835754
15,35.74399948120117,0.9852773547172546,46.82118225097656,0.8706487417221069
16,34.13042449951172,0.9852773547172546,43.32617950439453,0.8797468543052673
17,31.712324142456055,0.9899316430091858,41.81767272949219,0.8801423907279968
18,30.10344123840332,0.9933510422706604,41.43918228149414,0.876186728477478
19,28.723304748535156,0.9946808218955994,39.297603607177734,0.8884493708610535
